"","timestamp","position_lat","position_long","distance","altitude","cadence","speed","temperature","vertical_speed"
"1",2022-02-27 16:41:35,NA,NA,0,NA,NA,NA,NA,NA
"2",2022-02-27 16:41:43,NA,NA,21,791.2,87,2.58,25,-0.02
"3",2022-02-27 16:41:44,NA,NA,24,790.8,86,2.58,25,-0.04
"4",2022-02-27 16:41:45,NA,NA,28,790.6,85,2.92,25,-0.06
"5",2022-02-27 16:41:46,NA,NA,32,790.4,84,2.92,25,-0.06
"6",2022-02-27 16:41:47,NA,NA,36,790.4,84,3.34,25,-0.08
"7",2022-02-27 16:41:48,NA,NA,41,790,85,3.34,25,-0.1
"8",2022-02-27 16:41:49,NA,NA,41,789.6,87,3.78,25,-0.1
"9",2022-02-27 16:41:50,NA,NA,51,789,87,3.78,25,-0.12
"10",2022-02-27 16:41:51,NA,NA,55,788.4,87,4.08,25,-0.14
"11",2022-02-27 16:41:52,NA,NA,59,788,87,4.08,24,-0.16
"12",2022-02-27 16:41:53,NA,NA,64,787.6,85,4.14,24,-0.16
"13",2022-02-27 16:41:54,NA,NA,68,787.4,85,4.14,24,-0.18
"14",2022-02-27 16:41:55,NA,NA,72,786.6,84,4.16,24,-0.2
"15",2022-02-27 16:41:56,NA,NA,76,786.6,84,4.16,24,-0.2
"16",2022-02-27 16:41:57,NA,NA,79,786.6,84,4,24,-0.22
"17",2022-02-27 16:41:58,NA,NA,82,786.4,86,4,24,-0.24
"18",2022-02-27 16:41:59,NA,NA,86,786,87,3.76,24,-0.26
"19",2022-02-27 16:42:00,NA,NA,89,785.4,87,3.76,24,-0.28
"20",2022-02-27 16:42:01,NA,NA,93,785.4,87,3.76,24,-0.3
"21",2022-02-27 16:42:02,NA,NA,97,785.2,87,3.76,24,-0.32
"22",2022-02-27 16:42:03,NA,NA,101,785,87,3.78,24,-0.34
"23",2022-02-27 16:42:04,NA,NA,105,785,86,3.78,24,-0.34
"24",2022-02-27 16:42:05,NA,NA,108,785,86,3.7,24,-0.34
"25",2022-02-27 16:42:06,NA,NA,110,785.2,84,3.7,24,-0.34
"26",2022-02-27 16:42:07,NA,NA,114,785.2,83,3.56,24,-0.34
"27",2022-02-27 16:42:08,NA,NA,118,785.2,81,3.56,24,-0.32
"28",2022-02-27 16:42:09,NA,NA,123,784.8,81,3.84,24,-0.32
"29",2022-02-27 16:42:10,NA,NA,126,784.8,80,3.84,24,-0.32
"30",2022-02-27 16:42:11,NA,NA,128,784.8,80,3.56,24,-0.3
"31",2022-02-27 16:42:12,NA,NA,129,784.8,80,3.56,24,-0.3
"32",2022-02-27 16:42:13,NA,NA,131,784.8,81,3.2,24,-0.3
"33",2022-02-27 16:42:14,NA,NA,134,784.4,81,3.2,24,-0.28
"34",2022-02-27 16:42:15,NA,NA,135,784,81,2.82,24,-0.26
"35",2022-02-27 16:42:16,NA,NA,136,783.8,81,2.82,24,-0.26
"36",2022-02-27 16:42:17,NA,NA,137,783.6,82,2.48,24,-0.24
"37",2022-02-27 16:42:18,NA,NA,139,783.4,84,2.48,24,-0.24
"38",2022-02-27 16:42:19,NA,NA,140,783.4,84,2.18,24,-0.22
"39",2022-02-27 16:42:20,NA,NA,142,783,84,2.18,24,-0.2
"40",2022-02-27 16:42:21,NA,NA,143,783,84,1.98,24,-0.2
"41",2022-02-27 16:42:22,NA,NA,144,783,83,1.98,23,-0.18
"42",2022-02-27 16:42:23,NA,NA,147,783,82,2,23,-0.18
"43",2022-02-27 16:42:24,NA,NA,147,783,80,2,23,-0.16
"44",2022-02-27 16:42:25,NA,NA,156,782.8,80,2.68,23,-0.16
"45",2022-02-27 16:42:26,NA,NA,160,783,80,2.68,23,-0.16
"46",2022-02-27 16:42:27,NA,NA,164,783,81,2.98,23,-0.14
"47",2022-02-27 16:42:28,NA,NA,168,783,82,2.98,23,-0.14
"48",2022-02-27 16:42:29,NA,NA,171,783.2,83,3.1,23,-0.12
"49",2022-02-27 16:42:30,NA,NA,176,783.2,84,3.1,23,-0.12
"50",2022-02-27 16:42:31,NA,NA,179,783.2,84,3.24,23,-0.12
"51",2022-02-27 16:42:32,NA,NA,183,783.2,84,3.24,23,-0.1
"52",2022-02-27 16:42:33,NA,NA,187,783.2,84,3.46,23,-0.1
"53",2022-02-27 16:42:34,NA,NA,187,783.2,84,3.46,23,-0.1
"54",2022-02-27 16:42:35,NA,NA,192,783.2,83,2.84,23,-0.08
"55",2022-02-27 16:42:36,41.1424608249217,-122.169996835291,192,783.2,83,2.84,23,-0.08
"56",2022-02-27 16:42:37,NA,NA,192,783.4,82,2.6,23,-0.08
"57",2022-02-27 16:42:38,NA,NA,195,783.4,81,2.6,23,-0.08
"58",2022-02-27 16:42:39,NA,NA,198,783.4,80,2.58,23,-0.06
"59",2022-02-27 16:42:40,41.1424703802913,-122.169919973239,201,783.2,79,2.58,23,-0.06
"60",2022-02-27 16:42:41,41.1424671951681,-122.169894408435,203,783.2,79,2.5,23,-0.06
"61",2022-02-27 16:42:42,41.1424608249217,-122.169868759811,203,783.4,77,2.5,23,-0.06
"62",2022-02-27 16:42:43,NA,NA,203,783.4,77,2.42,23,-0.06
"63",2022-02-27 16:42:44,NA,NA,211,783.2,77,2.42,23,-0.06
"64",2022-02-27 16:42:45,41.1424288060516,-122.169779241085,213,783,77,2.36,23,-0.04
"65",2022-02-27 16:42:46,41.1424127966166,-122.169766416773,216,782.8,77,2.36,23,-0.04
"66",2022-02-27 16:42:47,41.1423999723047,-122.169740768149,218,782.6,77,2.34,23,-0.02
"67",2022-02-27 16:42:48,41.1423807777464,-122.169728027657,221,782.4,77,2.34,23,-0.02
"68",2022-02-27 16:42:49,41.142358398065,-122.169702379033,224,782.4,78,2.32,23,0
"69",2022-02-27 16:42:50,41.1423392035067,-122.16968963854,228,782.2,80,2.32,23,0
"70",2022-02-27 16:42:51,41.1423103697598,-122.169663989916,231,782.2,81,2.28,23,0
"71",2022-02-27 16:42:52,41.1422816198319,-122.169651165605,235,782.4,82,2.28,23,0
"72",2022-02-27 16:42:53,41.1422464158386,-122.169638425112,239,782.8,83,2.28,23,0
"73",2022-02-27 16:42:54,41.1422143969685,-122.1696256008,243,783,83,2.28,23,0
"74",2022-02-27 16:42:55,41.142176007852,-122.1696256008,247,783.2,83,2.28,23,0
"75",2022-02-27 16:42:56,41.1421408038586,-122.169612776488,252,783.2,83,2.28,23,0
"76",2022-02-27 16:42:57,41.1420959606767,-122.169600035995,257,783.2,83,2.28,23,0
"77",2022-02-27 16:42:58,41.1420512013137,-122.169587211683,263,783.2,83,2.28,23,0
"78",2022-02-27 16:42:59,41.1420063581318,-122.169574387372,269,783.6,83,2.28,23,0
"79",2022-02-27 16:43:00,41.1419519595802,-122.16956156306,274,783.8,83,2.28,23,-0.02
"80",2022-02-27 16:43:01,41.141904015094,-122.16956156306,278,783.8,82,2.3,23,0
"81",2022-02-27 16:43:02,41.1418656259775,-122.169548822567,284,783.8,82,2.3,23,0
"82",2022-02-27 16:43:03,41.1418144125491,-122.169548822567,289,783.8,82,2.32,23,0
"83",2022-02-27 16:43:04,41.141766384244,-122.169548822567,289,784.2,82,2.32,23,0
"84",2022-02-27 16:43:05,41.1417184397578,-122.169535998255,300,784.4,82,2.34,23,0
"85",2022-02-27 16:43:06,41.1416704114527,-122.169523173943,306,784.6,82,2.34,23,0
"86",2022-02-27 16:43:07,41.1416191980243,-122.16951043345,311,784.6,82,2.36,23,0
"87",2022-02-27 16:43:08,41.1415744386613,-122.169497609138,316,784.8,82,2.36,23,0.02
"88",2022-02-27 16:43:09,41.1415327806026,-122.169484784827,320,784.8,80,2.42,23,0.02
"89",2022-02-27 16:43:10,41.1414975766093,-122.169484784827,324,784.8,79,2.42,23,0.02
"90",2022-02-27 16:43:11,41.1414591874927,-122.169484784827,329,784.6,78,2.56,23,0.02
"91",2022-02-27 16:43:12,41.141417613253,-122.169484784827,332,784.4,78,2.56,23,0.04
"92",2022-02-27 16:43:13,41.1413919646293,-122.169497609138,335,784,76,2.56,23,0.04
"93",2022-02-27 16:43:14,41.1413663998246,-122.169497609138,338,784,76,2.56,23,0.04
"94",2022-02-27 16:43:15,41.1413375660777,-122.169497609138,338,784.2,76,2.5,23,0.04
"95",2022-02-27 16:43:16,NA,NA,341,784.2,76,2.5,23,0.06
"96",2022-02-27 16:43:17,41.1413151863962,-122.169523173943,341,784,75,2.34,23,0.06
"97",2022-02-27 16:43:18,NA,NA,344,784,74,2.34,23,0.06
"98",2022-02-27 16:43:19,41.1412896215916,-122.169523173943,347,783.8,74,2.4,23,0.06
"99",2022-02-27 16:43:20,41.1412607878447,-122.169535998255,351,783.6,74,2.4,23,0.06
"100",2022-02-27 16:43:21,41.1412320379168,-122.169523173943,354,783.6,74,2.54,23,0.06
"101",2022-02-27 16:43:22,41.1412063892931,-122.169523173943,357,783.2,75,2.54,23,0.06
"102",2022-02-27 16:43:23,41.1411776393652,-122.169523173943,361,783,77,2.7,23,0.06
"103",2022-02-27 16:43:24,41.1411424353719,-122.169523173943,363,783,77,2.7,23,0.06
"104",2022-02-27 16:43:25,41.1411199718714,-122.169535998255,367,783,79,2.76,23,0.06
"105",2022-02-27 16:43:26,41.1410944070667,-122.16956156306,369,783,79,2.76,23,0.04
"106",2022-02-27 16:43:27,41.1410752125084,-122.169574387372,369,783,79,2.66,23,0.02
"107",2022-02-27 16:43:28,NA,NA,374,783.4,80,2.66,23,0
"108",2022-02-27 16:43:29,41.1410495638847,-122.169612776488,376,783.8,80,2.64,23,0
"109",2022-02-27 16:43:30,41.1410303693265,-122.1696256008,380,784.2,80,2.64,23,0
"110",2022-02-27 16:43:31,41.1410143598914,-122.169663989916,383,784.6,80,2.74,23,-0.02
"111",2022-02-27 16:43:32,41.1409951653332,-122.16968963854,385,784.8,80,2.74,23,-0.02
"112",2022-02-27 16:43:33,41.1409792397171,-122.169702379033,387,785,81,2.68,23,-0.02
"113",2022-02-27 16:43:34,41.1409696005285,-122.169728027657,387,785.4,81,2.68,22,-0.02
"114",2022-02-27 16:43:35,NA,NA,393,785.6,81,2.7,22,-0.02
"115",2022-02-27 16:43:36,41.1409407667816,-122.169779241085,395,786,82,2.7,22,0
"116",2022-02-27 16:43:37,41.1409248411655,-122.16980480589,398,786.2,82,2.68,22,0
"117",2022-02-27 16:43:38,41.1409183871001,-122.169830370694,401,786.4,82,2.68,22,0
"118",2022-02-27 16:43:39,41.140902377665,-122.169856019318,403,786.6,82,2.66,22,0
"119",2022-02-27 16:43:40,41.1408831831068,-122.169868759811,406,787,82,2.66,22,0
"120",2022-02-27 16:43:41,41.1408703587949,-122.169894408435,408,787.4,82,2.66,22,0
"121",2022-02-27 16:43:42,41.1408511642367,-122.169907232746,411,787.8,82,2.66,22,0.02
"122",2022-02-27 16:43:43,41.1408352386206,-122.169932797551,415,787.8,82,2.72,22,0.04
"123",2022-02-27 16:43:44,41.1408127751201,-122.169971186668,417,787.8,82,2.72,22,0.04
"124",2022-02-27 16:43:45,41.1408000346273,-122.169996835291,420,788,82,2.7,22,0.06
"125",2022-02-27 16:43:46,41.1407935805619,-122.170022400096,422,788.4,83,2.7,22,0.08
"126",2022-02-27 16:43:47,41.1407840251923,-122.170047964901,422,789,83,2.62,22,0.1
"127",2022-02-27 16:43:48,NA,NA,426,789.2,83,2.62,22,0.1
"128",2022-02-27 16:43:49,41.140764830634,-122.170086437836,429,789.4,83,2.62,22,0.12
"129",2022-02-27 16:43:50,41.1407520063221,-122.170112002641,432,789.6,83,2.62,22,0.14
"130",2022-02-27 16:43:51,41.1407264415175,-122.170137567446,435,789.6,83,2.66,22,0.16
"131",2022-02-27 16:43:52,41.1407104320824,-122.170163216069,438,789.8,83,2.66,22,0.18
"132",2022-02-27 16:43:53,41.1406847834587,-122.170176040381,441,789.8,83,2.66,22,0.2
"133",2022-02-27 16:43:54,41.140659218654,-122.170176040381,444,789.8,83,2.66,22,0.22
"134",2022-02-27 16:43:55,41.1406303849071,-122.170188780874,448,789.8,83,2.72,22,0.24
"135",2022-02-27 16:43:56,41.1406016349792,-122.170214429498,452,789.8,83,2.72,22,0.26
"136",2022-02-27 16:43:57,41.1405728012323,-122.170239994302,457,790,83,2.84,22,0.24
"137",2022-02-27 16:43:58,41.1405344121158,-122.170265559107,461,790.2,83,2.84,22,0.24
"138",2022-02-27 16:43:59,41.1405055783689,-122.170291207731,464,790.6,83,2.86,22,0.24
"139",2022-02-27 16:44:00,41.1404800135642,-122.170304032043,467,790.8,83,2.86,22,0.22
"140",2022-02-27 16:44:01,41.1404543649405,-122.170316772535,469,791,83,2.86,22,0.22
"141",2022-02-27 16:44:02,41.1404351703823,-122.170329596847,469,791,83,2.86,22,0.22
"142",2022-02-27 16:44:03,41.140415975824,-122.170355161652,474,791.2,83,2.84,22,0.2
"143",2022-02-27 16:44:04,41.1403999663889,-122.170367985964,476,791.2,83,2.84,22,0.2
"144",2022-02-27 16:44:05,41.1403807718307,-122.170367985964,479,791.6,83,2.82,22,0.2
"145",2022-02-27 16:44:06,41.1403615772724,-122.170380810276,481,791.8,83,2.82,22,0.18
"146",2022-02-27 16:44:07,41.1403455678374,-122.170393634588,483,792,83,2.8,22,0.18
"147",2022-02-27 16:44:08,41.1403231881559,-122.17040637508,488,792.6,83,2.8,22,0.18
"148",2022-02-27 16:44:09,41.1402976233512,-122.170444764197,491,792.8,83,2.86,22,0.18
"149",2022-02-27 16:44:10,41.1402687896043,-122.170457588509,494,793.2,82,2.86,22,0.18
"150",2022-02-27 16:44:11,41.1402432247996,-122.170457588509,497,793.6,82,2.86,22,0.16
"151",2022-02-27 16:44:12,41.1402175761759,-122.170470412821,500,793.6,82,2.86,22,0.16
"152",2022-02-27 16:44:13,41.1401951964945,-122.170495977625,503,793.8,82,2.88,22,0.16
"153",2022-02-27 16:44:14,41.1401760019362,-122.170521626249,506,794.2,82,2.88,22,0.16
"154",2022-02-27 16:44:15,41.1401504371315,-122.170521626249,509,794.8,82,2.88,22,0.16
"155",2022-02-27 16:44:16,41.140127973631,-122.170534366742,511,795,82,2.88,22,0.16
"156",2022-02-27 16:44:17,41.1401087790728,-122.170534366742,511,795.4,82,2.8,22,0.18
"157",2022-02-27 16:44:18,NA,NA,515,795.8,82,2.8,22,0.18
"158",2022-02-27 16:44:19,41.1400703899562,-122.170534366742,518,796.2,82,2.8,22,0.18
"159",2022-02-27 16:44:20,41.140051195398,-122.170534366742,518,796.6,82,2.8,22,0.18
"160",2022-02-27 16:44:21,NA,NA,522,796.8,82,2.74,22,0.18
"161",2022-02-27 16:44:22,41.1400159914047,-122.170534366742,522,797.2,83,2.74,22,0.2
"162",2022-02-27 16:44:23,NA,NA,526,797.6,83,2.7,22,0.22
"163",2022-02-27 16:44:24,41.1399776022881,-122.170547191054,528,797.6,83,2.7,22,0.22
"164",2022-02-27 16:44:25,41.1399584077299,-122.170560015365,532,797.4,83,2.72,22,0.24
"165",2022-02-27 16:44:26,41.139929573983,-122.170560015365,535,797.4,83,2.72,22,0.26
"166",2022-02-27 16:44:27,41.1399008240551,-122.170572839677,538,798,82,2.74,22,0.26
"167",2022-02-27 16:44:28,41.1398783605546,-122.170572839677,538,798.6,81,2.74,22,0.28
"168",2022-02-27 16:44:29,NA,NA,541,798.8,80,2.68,22,0.28
"169",2022-02-27 16:44:30,41.1398464255035,-122.170560015365,543,798.8,79,2.68,22,0.28
